id,loss
416,2346.7101830341326
417,2286.170799914958
419,2166.349534861532
428,4919.753785807547
431,2185.842889634591
436,7065.799835547676
438,1522.096942167318
445,6412.579995933156
446,7449.6214609184435
455,2188.549887843364
456,1983.0567825431074
461,1522.096942167318
463,1795.3516217843903
464,3758.9262321841547
466,3089.2405302351212
467,2890.731406680642
470,1640.287855956073
475,2120.9120896394948
482,1774.6865829782862
490,3470.9327662853757
496,1735.372256166266
497,4683.074292356796
508,2862.75516821952
510,1640.287855956073
512,4030.1718126387723
513,4140.275019704784
523,2205.5817925806286
531,6525.253909623673
532,2145.15977062332
533,1671.3665703897277
537,2040.7358925299075
544,4392.169061911072
547,5042.499654091297
556,6750.3160189334185
565,1671.4078758113174
566,1662.5981125613343
571,2169.7734709243628
573,2883.8023020648757
574,1522.096942167318
581,3530.9199337242326
585,2920.97067912456
589,3288.1289890985236
597,2207.507755345764
601,3030.7792292972845
602,1640.287855956073
613,2145.15977062332
616,1640.287855956073
619,2170.3073250243087
622,3151.5557614898944
623,2900.306084891033
629,2131.1119296014854
634,2137.5482270991906
638,1640.287855956073
642,1640.287855956073
643,2215.7816325426197
645,1747.05695924899
648,7051.866051926646
652,2137.5482270991906
664,1620.5932488662488
666,3152.7259425999805
672,1640.287855956073
676,2089.5972738147752
678,3883.435945318536
682,2150.8508325475236
686,3308.2572639643126
688,2611.9316712911864
689,2131.1119296014854
690,2120.9120896394948
692,6558.257690175024
695,2207.552900604638
697,3926.543198296771
698,3038.104743884884
706,2176.9161816650476
708,2131.1119296014854
712,4531.4999343163145
715,3322.685038258239
717,1522.096942167318
725,3572.333606823885
729,1958.8091015592818
737,2040.7358925299075
739,4806.657587979328
747,3897.73191002464
753,2321.769742388813
758,3658.005831413445
759,2147.7480670611812
763,2073.719727272518
773,6709.024225853818
774,2283.230957752824
776,2350.8968995016044
788,4008.727276740353
790,2061.416908869648
794,1747.05695924899
801,4050.648626839794
802,2419.1942943027234
805,1660.026758902111
809,5945.667768194178
812,1949.2014626694865
825,3406.0945195333334
828,1914.430213392666
830,1840.93331160144
833,1640.287855956073
850,3456.133243865621
852,6368.226737187541
862,2081.331270796648
863,1738.6691503119102
864,2143.394407592617
865,3599.5224327749957
868,5860.3391414961125
872,1747.05695924899
879,5987.988988495102
880,1747.05695924899
883,1640.287855956073
886,1747.05695924899
923,2047.4145147061677
924,2137.5482270991906
932,1821.3851445059288
945,5802.401563897112
947,6835.749469582828
948,2099.9317088386065
955,3966.0944203453064
963,4608.6699646155585
979,1640.287855956073
989,2075.1834134757237
994,3483.9828724316385
995,2212.79756882719
998,3320.302242500728
1000,4386.599556809784
1018,2120.9120896394948
1019,3050.5519600846987
1028,2973.2880830063673
1034,1620.5932488662488
1038,2310.3998191097135
1040,1824.1195730329077
1042,1640.287855956073
1057,6052.170644777927
1058,2725.9228122812556
1063,1958.8091015592818
1066,2781.173059434202
1071,3560.3353863894567
1073,2993.706961738715
1074,2803.353267423447
1077,3588.1538422977146
1080,9946.655968894856
1088,1620.5932488662488
1096,1640.287855956073
1097,8617.847619644168
1105,6047.835394477198
1115,2132.717527253758
1116,2587.3703342193585
1122,2283.230957752824
1130,3331.7075422847274
1133,1522.096942167318
1137,3514.5374571974544
1140,2213.541897228509
1143,8263.82411026702
1149,6596.082005348033
1150,1522.096942167318
1153,1640.287855956073
1157,2137.5482270991906
1180,1522.096942167318
1183,1931.2326150554413
1188,2376.214246876973
1193,1640.287855956073
1200,1640.287855956073
1209,3506.4116808110202
1214,2190.871617886068
1219,2259.48440736809
1223,6155.930109260661
1227,1522.096942167318
1228,1815.774403702581
1229,3904.976510142528
1233,2821.3670912296266
1238,2858.6035145763935
1239,2057.0835898128225
1241,3683.376037372389
1243,2147.7480670611812
1244,1686.2574422397113
1245,3999.4875728418992
1277,4196.256259963205
1279,3680.2302698371905
1292,7705.694652179567
1293,2137.5482270991906
1299,9522.985872411347
1304,3742.557183952529
1313,5655.267595110682
1328,3477.8665292392143
1330,2114.614547830003
1334,2120.9120896394948
1335,1747.05695924899
1336,4304.6180543268365
1341,1640.287855956073
1344,1812.7211526224528
1351,1640.287855956073
1352,2276.4484140601044
1354,1620.5932488662488
1368,4876.23681100853
1373,1907.0872019473761
1375,1522.096942167318
1381,2147.7480670611812
1384,3981.124200213554
1385,3336.8228088649494
1388,5849.1588990643095
1401,4188.099518161574
1402,2321.769742388813
1404,1715.633353220228
1406,2185.842889634591
1409,1640.287855956073
1422,2120.9120896394948
1429,3595.07464951597
1433,5206.594091283661
1438,1522.096942167318
1444,1747.05695924899
1446,1747.05695924899
1450,1747.05695924899
1451,1640.287855956073
1454,2137.5482270991906
1458,3334.768986183243
1461,2261.8365597639086
1464,5331.174814849545
1465,1747.05695924899
1478,1713.138146714875
1479,2074.528304774829
1480,3756.638890197732
1484,2124.1793898224323
1486,1976.907392703235
1488,1587.7611355407805
1489,3008.6842226341064
1491,1983.0567825431074
1507,3756.43545446392
1515,2957.1530991926707
1519,2307.47863873665
1528,2970.5306382423723
1529,1958.8091015592818
1530,3465.0789562335676
1532,1522.096942167318
1541,2164.6805159436403
1542,3608.547305824663
1547,5186.558541896527
1549,1731.783078892338
1553,2283.230957752824
1554,2452.212141469611
1555,2137.5482270991906
1559,2120.9120896394948
1565,2176.9161816650476
1568,1522.096942167318
1576,2825.4443318676117
1579,1522.096942167318
1592,2120.9120896394948
1596,2939.246714887406
1605,1640.287855956073
1607,2145.15977062332
1612,2074.528304774829
1617,3139.40315479564
1619,3022.6168871931654
1620,7907.157221055908
1624,2145.15977062332
1627,1812.7211526224528
1633,2146.020132702091
1636,1558.1461404134757
1639,1686.2574422397113
1640,3427.1808388252284
1644,2040.7358925299075
1646,1747.05695924899
1647,3514.5374571974544
1654,1735.372256166266
1655,3501.6294077529637
1664,6158.9231844553915
1665,2190.016529539286
1667,6329.389986368824
1669,1747.05695924899
1678,2333.3931697239886
1682,2338.481204905771
1689,2050.935732491898
1690,2196.127137552606
1693,5856.372263716111
1695,1522.096942167318
1705,3250.246744190797
1706,1874.0079198103952
1708,2344.052781000549
1716,2347.557409718501
1720,7825.309826334848
1722,2155.359610585311
1749,5535.362789424313
1750,3514.5374571974544
1751,6180.217322135484
1760,2404.4580770500347
1763,2847.9544687306025
1770,2283.230957752824
1777,2147.7480670611812
1785,4027.180009921598
1791,1812.7211526224528
1794,4508.82203837136
1800,2120.9120896394948
1816,1640.287855956073
1817,2131.1119296014854
1821,2819.714446219438
1836,1640.287855956073
1838,2131.1119296014854
1851,3640.738232783658
1852,4700.405793585381
1854,2213.541897228509
1856,1522.096942167318
1865,1522.096942167318
1872,2050.935732491898
1878,1522.096942167318
1880,1640.287855956073
1881,1983.0567825431074
1882,1620.5932488662488
1886,1522.096942167318
1892,2272.5506289306963
1894,3220.6668256544845
1898,3433.098526736452
1899,3803.400924505787
1902,1705.9520493295354
1903,5740.301432419425
1906,3869.5434472240822
1910,3150.2471872454626
1911,1747.05695924899
1914,3664.8499949631596
1929,3835.9227651481137
1932,2131.1119296014854
1952,1958.8091015592818
1959,1640.287855956073
1960,1983.0567825431074
1976,3811.8778997993713
1980,3491.636393161384
1981,2145.15977062332
1987,2140.5206142003585
1994,2075.5084021125544
2000,2145.15977062332
2008,3050.3528158899494
2011,3470.532667395009
2012,5567.170325959121
2019,2361.00412681127
2022,3264.8472420522367
2024,4787.501848959807
2028,1747.05695924899
2030,3487.344563959229
2031,8137.375544986256
2047,1877.6379994812828
2049,1640.287855956073
2050,1738.6691503119102
2051,3879.6170014016343
2056,2164.6805159436403
2057,1747.05695924899
2059,3519.2413540969646
2069,3435.994907066883
2085,3050.3528158899494
2089,1640.287855956073
2090,1620.5932488662488
2101,2843.7612759019125
2114,3632.378573789438
2115,2120.9120896394948
2118,1671.4078758113174
2119,2310.418480898784
2125,2120.9120896394948
2128,3897.73191002464
2129,3514.5374571974544
2132,2096.1035933689773
2133,3397.5859309150596
2135,1958.8091015592818
2136,2155.359610585311
2143,1983.0567825431074
2144,1640.287855956073
2145,3990.8101694930347
2152,4166.436148032045
2160,2668.3085499026183
2166,2131.1119296014854
2169,1705.9520493295354
2170,3400.424121752869
2172,2099.9317088386065
2181,3765.365646661439
2183,2147.7480670611812
2185,3667.8876262696226
2188,2230.1780346882047
2189,2233.6481750354214
2194,3351.506288225225
2202,2120.9120896394948
2208,3498.527684003523
2227,1855.81402697868
2230,6218.260864869604
2235,2073.719727272518
2236,2074.528304774829
2244,7734.601278710839
2248,1738.6691503119102
2252,1812.7211526224528
2254,1815.774403702581
2260,5262.301081792501
2263,2120.9120896394948
2274,1747.05695924899
2277,2001.1550736870606
2279,6525.40506737058
2280,11946.093358824444
2283,4541.573131339837
2284,1522.096942167318
2288,6172.149057209189
2292,2080.2125371599836
2295,6546.643770476782
2296,1983.0567825431074
2299,2588.3435220386446
2315,6223.89218438342
2318,1976.907392703235
2329,9834.926756697958
2337,2137.5482270991906
2340,2137.5482270991906
2342,2190.9167631449423
2347,5533.5959811023695
2349,3881.651183254978
2354,2040.7358925299075
2361,2676.8681123985716
2370,1671.4078758113174
2378,3119.7517511119895
2382,5023.218016671529
2387,1911.4532947139421
2389,2140.5206142003585
2394,1847.4503944647288
2396,1620.5932488662488
2400,3410.6361734629268
2407,3734.7211166240404
2414,1747.05695924899
2415,2277.2840706789184
2421,2820.5183746809903
2427,2120.71729367002
2428,4296.783194362524
2430,3151.0571574909163
2435,2283.230957752824
2445,3991.381912656034
2446,2121.2202493753025
2447,2084.0959879009733
2449,2155.012661620224
2451,2120.9120896394948
2458,12075.83292955787
2462,8682.36542706285
2463,3915.241175369875
2467,2330.6074614657964
2471,6545.729117960331
2475,4869.401637088404
2478,3624.87482927797
2483,2858.6035145763935
2485,1705.9520493295354
2487,1640.287855956073
2494,1522.096942167318
2497,2473.6349097270513
2499,1620.478236523155
2503,2270.847773181213
2513,2882.2081030856316
2515,2799.3924856151734
2522,2051.260721128729
2523,2064.9835735137326
2528,2361.00412681127
2532,6554.708836923075
2536,1522.096942167318
2538,2746.056292905987
2539,1640.287855956073
2540,3356.440537386846
2545,5567.170325959121
2548,1747.05695924899
2549,1958.8091015592818
2553,2803.353267423447
2563,1620.478236523155
2566,3225.1598017377705
2574,2131.1119296014854
2575,4263.954571707972
2584,2206.652666998981
2588,5038.7486380998935
2589,1620.5932488662488
2592,1804.035558013628
2596,1747.9304374567473
2598,1703.1333970718406
2602,1731.783078892338
2603,3128.588918970586
2607,2207.507755345764
2609,1747.05695924899
2611,5567.170325959121
2627,2085.053133373651
2628,2207.507755345764
2630,2725.9228122812556
2633,2176.5828982059097
2636,7936.046437395415
2640,1620.478236523155
2641,2140.6509925855325
2657,5510.110233061578
2659,1640.287855956073
2662,2057.0835898128225
2663,2085.053133373651
2667,3129.088054463571
2670,1640.287855956073
2682,2361.00412681127
2694,3725.58971697974
2699,5913.946574845137
2700,3213.2179896150164
2703,4695.220876374513
2708,2770.739225302899
2714,1522.096942167318
2725,1747.05695924899
2726,1725.6909522755736
2727,1747.05695924899
2732,3336.52585294439
2733,6732.166443364833
2736,6087.419241546392
2745,2803.353267423447
2760,1640.287855956073
2764,2120.9120896394948
2765,5783.609021292188
2766,1522.096942167318
2775,1815.0905247304283
2783,2697.194911621119
2784,2137.5482270991906
2786,2354.1665683855504
2801,1522.096942167318
2803,1747.05695924899
2813,6052.170644777927
2815,6796.340097605588
2816,3410.6361734629268
2818,3024.1676279730386
2819,4931.412328906479
2822,1640.287855956073
2825,2124.1793898224323
2826,1983.0567825431074
2830,2286.170799914958
2834,2169.206752174895
2835,3739.8301675103794
2856,2185.842889634591
2873,5917.12709551721
2886,5324.60959897656
2892,2137.5482270991906
2896,1976.907392703235
2897,2120.9120896394948
2899,2163.0483230957575
2901,1958.8091015592818
2909,5560.141805755537
2914,4572.1399092483225
2915,1970.8774628098422
2916,3140.5004830498196
2919,1522.096942167318
2926,3371.692305340907
2927,2699.0091921580365
2933,3026.9902700818498
2934,2769.959975192211
2941,2190.016529539286
2942,1680.8068902994546
2946,3053.789146204909
2949,2706.0809035212187
2952,3206.266869803006
2957,10914.346850892773
2962,2173.488419481975
2963,1958.8091015592818
2965,2205.5817925806286
2966,6100.468558147851
2971,2557.973776568571
2975,1522.096942167318
2979,1705.9520493295354
2985,7268.586301408711
2995,2922.424067188453
2996,2120.9120896394948
3001,5423.4411679288705
3007,2362.4909452373886
3008,1640.287855956073
3014,4230.17208200286
3017,12561.654801821143
3021,1747.05695924899
3025,2937.714310920994
3026,2187.087860751154
3034,2406.760269131849
3035,2994.466101734101
3044,2321.769742388813
3046,2564.0958410548187
3047,5481.4685525770155
3057,3743.0093358102577
3059,4191.750801538139
3063,5539.92947245591
3065,2137.5482270991906
3067,4931.412328906479
3069,2137.5482270991906
3076,3692.5922711746693
3086,1732.832753804699
3088,2863.027661835487
3090,1665.5286437141112
3096,3207.5997106686164
3100,1620.5932488662488
3102,2286.170799914958
3103,3204.520366711665
3107,2137.5482270991906
3118,2557.973776568571
3120,3281.4533391400123
3123,3419.038752052459
3128,1708.0130449643789
3132,2277.2840706789184
3140,2001.6572205850657
3152,3301.038394065551
3165,4112.498445699518
3183,2611.1337717020065
3190,1640.287855956073
3197,2190.016529539286
3201,1747.05695924899
3203,1747.05695924899
3214,3155.2599661917907
3219,3485.710708865171
3220,1703.1333970718406
3221,3159.726519383332
3229,1831.214048160536
3234,1640.287855956073
3235,4303.782543783598
3240,2206.652666998981
3241,2137.5482270991906
3249,2099.9317088386065
3254,1958.8091015592818
3264,3208.2896088388184
3266,2832.4422193831388
3270,2057.0835898128225
3282,2001.6572205850657
3285,2057.0835898128225
3289,1640.287855956073
3291,2140.5206142003585
3295,1620.5932488662488
3299,1522.096942167318
3302,1825.0960020797356
3303,6308.709450718408
3308,3934.358304983628
3309,3198.965769424877
3324,1821.3851445059288
3327,5199.923070621915
3330,4897.886627083104
3335,2050.080644145115
3339,3527.750696018703
3340,2697.194911621119
3343,2915.4451574353734
3350,3292.057280171111
3353,1747.05695924899
3356,7284.484628691799
3361,3209.1210663914053
3368,1522.096942167318
3376,2009.884205664859
3381,2120.9120896394948
3383,2750.170493265081
3397,4266.971281776148
3403,2194.0211519081886
3405,2137.5482270991906
3410,1994.6843677046568
3412,3275.7595222974924
3416,4494.046948611517
3417,1620.5932488662488
3423,3351.0999225946753
3427,3757.5839295969536
3435,4937.410806903974
3439,2137.5482270991906
3441,2025.9049015688913
3450,2756.0701954308056
3453,1983.0567825431074
3454,1815.774403702581
3458,8838.668781869888
3459,2277.2840706789184
3467,3683.376037372389
3469,6235.017826867614
3477,1522.096942167318
3478,8064.765659735951
3482,2073.719727272518
3484,5639.146558762095
3506,2260.3268508522206
3515,6607.159865942423
3522,5215.072681171423
3523,2250.854291534538
3526,1522.096942167318
3532,1671.4078758113174
3534,2277.2840706789184
3537,2145.796161809803
3539,1640.287855956073
3542,3580.7082652292265
3545,2040.7358925299075
3552,1620.5932488662488
3554,2131.1119296014854
3573,2277.2840706789184
3576,1705.9520493295354
3577,3057.9035784752186
3580,2067.5718699515937
3583,1958.8091015592818
3584,1815.0905247304283
3609,1640.287855956073
3613,3610.3376976873565
3623,1845.297185935145
3624,3519.6947746920255
3638,6056.230576380421
3642,2178.952182868242
3643,1877.6379994812828
3647,2073.719727272518
3653,2799.3924856151734
3654,3598.6412430668693
3656,2205.5817925806286
3658,1640.287855956073
3659,5029.598955625937
3663,6165.243995483166
3664,3549.583611802825
3666,1620.5932488662488
3681,1705.9520493295354
3689,2416.227914954154
3694,5178.30051765512
3695,2131.1119296014854
3699,2131.1119296014854
3701,2169.206752174895
3704,5289.887104732997
3721,1815.0905247304283
3726,4196.256259963205
3727,2368.2914913317136
3729,2169.7734709243628
3731,3329.4080548092884
3738,2060.21233618325
3740,2538.9771177909424
3744,2930.7480453556504
3757,2040.7358925299075
3758,1958.8091015592818
3778,2131.1119296014854
3781,4203.709603600239
3790,5915.930981643292
3796,1614.6418400159441
3798,7434.913779047839
3804,1640.287855956073
3813,1640.287855956073
3814,1522.096942167318
3815,3949.9786141455165
3818,2185.842889634591
3823,2497.098313371599
3826,6678.138733388861
3831,1983.0567825431074
3834,2343.5759369111593
3835,2361.00412681127
3849,2246.258958101027
3850,3417.8278455536465
3855,2137.5482270991906
3864,2361.00412681127
3867,3295.073854809204
3871,1640.287855956073
3879,1812.7211526224528
3880,2807.749663548348
3882,3731.4937434206863
3884,7980.55088193395
3893,2641.8621306165805
3895,2109.300814357476
3901,2823.262945469759
3903,1747.05695924899
3913,1732.832753804699
3921,1522.096942167318
3929,2361.00412681127
3947,1958.8091015592818
3962,2169.7734709243628
3963,1640.287855956073
3966,2367.9869792847676
3975,2116.081389794062
3976,6393.199250497125
3977,2283.230957752824
3978,2178.952182868242
3979,1747.05695924899
3983,2199.145495082924
3985,1620.5932488662488
3989,7734.601278710839
3992,2412.237910489778
3995,2277.2840706789184
4008,2188.928196927466
4013,2145.15977062332
4029,2283.230957752824
4035,3873.940760520927
4040,2120.9120896394948
4048,1522.096942167318
4060,1747.05695924899
4066,1522.096942167318
4075,1522.096942167318
4079,2223.393176066749
4083,2135.8202927401003
4091,3189.2870695742454
4092,6111.251753475564
4093,2200.2353580997974
4098,3046.630512933026
4108,1640.287855956073
4109,1522.096942167318
4110,5444.1747002100865
4116,2283.230957752824
4129,1747.05695924899
4130,4303.32453848312
4140,2702.6178864659805
4146,2141.3757025471414
4150,4919.753785807547
4151,6559.192313448488
4153,2137.5482270991906
4169,6772.365724059397
4170,2377.6402642709663
4179,1812.7211526224528
4183,4892.79406203977
4188,3134.863753185699
4190,2145.15977062332
4193,3153.7115198250567
4201,6410.263070690817
4205,1969.5020349705323
4210,2984.1400643464285
4226,2936.208886039862
4229,2190.871617886068
4241,3281.206899764694
4242,1779.7252054564233
4257,4858.918453543465
4258,1522.096942167318
4260,2361.00412681127
4263,4412.308205897058
4267,1640.287855956073
4273,2074.528304774829
4274,2145.15977062332
4277,1983.0567825431074
4281,2040.7358925299075
4283,5313.37969535656
4293,2185.842889634591
4294,2040.7358925299075
4305,2630.0212845255205
4307,2980.5979999642495
4318,4231.4237381886605
4325,2942.8800889440545
4327,6045.280113469565
4332,2223.8089417842075
4335,4479.057379093907
4336,3043.1513026222774
4337,1522.096942167318
4339,5659.564272279818
4343,1738.6691503119102
4346,1640.287855956073
4348,2120.9120896394948
4350,4239.944935734754
4358,3547.2094010715555
4359,3610.9012180499244
4363,3017.1475956712625
4366,5222.516779766151
4374,1522.096942167318
4375,2212.9213368041933
4377,1620.5932488662488
4393,3340.397230225592
4395,3527.9131017474683
4400,1640.287855956073
4402,6988.443674317792
4404,7051.316163220632
4415,1968.9065033591396
4418,3102.195776206049
4422,2240.969377414773
4430,2131.1119296014854
4432,2045.6899262971722
4433,1958.8091015592818
4435,4980.815435943639
4438,2523.187661336335
4444,2207.552900604638
4447,2145.15977062332
4451,5636.316493682841
4452,2145.15977062332
4457,2068.4617787341563
4459,3263.2870726469328
4469,1587.7611355407805
4471,8555.099081035352
4486,1587.7611355407805
4488,2361.00412681127
4510,1662.5981125613343
4515,1640.287855956073
4527,6171.093444554758
4530,1747.05695924899
4534,2073.719727272518
4535,3870.748776202768
4536,1747.05695924899
4548,3735.861132531998
4549,1747.05695924899
4551,6437.6697833640155
4556,2373.9973742238553
4559,1522.096942167318
4564,2137.5482270991906
4570,3961.520645457372
4575,7437.37454383772
4584,3420.559570034447
4585,3102.212500352851
4591,1747.05695924899
4592,2119.500654319467
4593,2145.15977062332
4594,2137.5482270991906
4598,1903.8378415970699
4607,3433.200121815359
4608,1747.05695924899
4620,2199.145495082924
4621,3771.5446326216393
4625,3537.887532125712
4635,5168.791735035723
4638,5020.679761994277
4652,2186.4096083840586
4657,4044.0120790901287
4658,2230.5931167863178
4666,6052.170644777927
4672,2137.5482270991906
4676,3097.4974800754526
4680,2040.7358925299075
4681,5336.477268580775
4683,3081.317966956767
4684,2137.5482270991906
4689,2224.4830390836228
4690,2725.9228122812556
4692,3003.316565360826
4697,2168.173435549551
4700,2145.15977062332
4705,11967.584813757408
4721,2145.15977062332
4726,3005.929136667338
4729,1958.8091015592818
4731,3464.8229318064855
4736,3019.1920519489327
4739,2448.967018393401
4740,2154.7045018844165
4753,2120.9120896394948
4754,2991.763869044339
4755,2913.897040467462
4756,2145.796161809803
4759,2120.9120896394948
4764,1976.907392703235
4771,3834.5188101888243
4772,2109.300814357476
4776,1522.096942167318
4780,2310.232556700431
4784,2120.9120896394948
4786,1983.0567825431074
4787,3994.9499715885277
4789,1747.05695924899
4794,2120.9120896394948
4800,4778.987947159462
4807,3226.447182232524
4813,7502.081462984442
4818,2919.1141080027696
4823,9250.92291640352
4824,1804.3333436853725
4829,2787.7177561838134
4830,1620.5932488662488
4835,3151.0285033419673
4844,2177.4249007932985
4845,3270.2605102702682
4846,2361.00412681127
4847,1640.287855956073
4854,2385.251807795096
4857,2356.23625193315
4861,1522.096942167318
4863,2190.871617886068
4866,3547.754243272044
4869,4221.876783564892
4871,2155.359610585311
4872,2727.8443817219786
4875,2669.921691521601
4877,7355.073493483918
4878,1976.907392703235
4885,2147.7480670611812
4886,2138.894766448978
4888,3332.3372157420426
4890,2188.549887843364
4896,1766.7958621950286
4899,2093.9874616297116
4913,1522.096942167318
4916,2190.016529539286
4920,3197.6724984925463
4925,4088.9244025310195
4934,2402.546193960789
4941,3682.29647113362
4946,1732.832753804699
4954,2286.170799914958
4956,1671.4078758113174
4958,3574.322453644397
4965,1620.5932488662488
4966,2057.0835898128225
4970,3265.3314398903367
4977,2287.483910640909
4980,2145.15977062332
4984,2164.6805159436403
4995,1620.5932488662488
4997,3695.2213177615968
4999,1640.287855956073
5005,3085.7656252011543
5011,1896.6980626305515
5015,2194.0211519081886
5016,2190.016529539286
5019,2181.316653403336
5024,2678.0141021515888
5030,3062.0484943369706
5031,2361.00412681127
5034,2725.9228122812556
5047,7595.880047874908
5048,2338.481204905771
5052,2120.9120896394948
5061,1874.0079198103952
5062,4187.088273398694
5067,3105.857172856945
5068,5192.090421426118
5077,1587.7611355407805
5079,3238.940653367216
5090,4931.412328906479
5094,2673.5687018329127
5103,2650.8786164108506
5104,1620.5932488662488
5106,2234.729816793794
5107,1783.719557502866
5110,2081.331270796648
5114,2346.0174233726384
5116,5480.043692506739
5121,7091.344058057257
5122,2081.331270796648
5124,1958.8091015592818
5132,3870.4823145735545
5133,2120.9120896394948
5138,2182.84165817849
5143,2062.638506927912
5153,2164.6805159436403
5154,2199.145495082924
5155,1747.05695924899
5160,1878.3717941441005
5169,3863.7235072005083
5172,3492.2544375675657
5173,2893.611935948292
5179,1958.8091015592818
5182,3903.446956466238
5187,1640.287855956073
5192,3745.0779556463485
5211,2137.5482270991906
5213,4547.366630636026
5219,1747.05695924899
5225,2185.6870411663886
5226,1747.05695924899
5227,5191.040562746335
5228,2120.9120896394948
5239,4050.3831950930994
5241,2120.9120896394948
5244,1840.93331160144
5248,3457.8309698347584
5260,1747.05695924899
5266,1522.096942167318
5273,2120.9120896394948
5280,8379.43525745981
5298,4415.177335110674
5300,2131.1119296014854
5306,3110.9868889253494
5307,2120.9120896394948
5311,5448.513835424602
5316,1958.8091015592818
5323,1640.287855956073
5332,2086.9849307380555
5336,2081.331270796648
5338,1747.05695924899
5342,3149.4431259550865
5347,2001.1550736870606
5355,4599.311425193622
5357,2354.3216667406873
5362,1958.8091015592818
5363,1732.832753804699
5364,2040.7358925299075
5366,3945.7714299471654
5374,5048.694181961242
5375,1620.5932488662488
5379,2901.8501114590645
5380,2615.1350143308837
5383,1640.287855956073
5385,1522.096942167318
5390,2541.879319231117
5393,5235.268732711438
5398,1969.5020349705323
5411,2346.0174233726384
5414,1522.096942167318
5429,1747.05695924899
5432,11399.978524033035
5436,1522.096942167318
5437,3972.82216701375
5439,1747.05695924899
5440,3577.420254789432
5449,1747.05695924899
5458,2057.0835898128225
5460,1640.287855956073
5462,2145.15977062332
5463,3367.4918119842746
5465,2320.187053686993
5467,3175.1599439187084
5475,4083.2992620483374
5483,2277.2840706789184
5485,2100.063799538166
5489,3966.2794174292076
5493,2361.00412681127
5497,1522.096942167318
5501,1795.3516217843903
5506,1640.287855956073
5507,2154.7045018844165
5510,3289.420769241954
5524,4550.256884081495
5531,1522.096942167318
5542,2882.8511955602194
5543,3366.1695817062778
5544,3132.1996399173922
5552,2230.6052255158565
5560,2189.785018305009
5563,3742.197022128238
5573,2225.8940500383005
5579,1640.287855956073
5584,2137.5482270991906
5585,7224.408136396935
5594,2207.552900604638
5595,1983.0567825431074
5597,1906.316927875027
5598,2120.9120896394948
5604,2001.1550736870606
5606,2514.219514609365
5610,1522.096942167318
5615,4891.623308201941
5631,1732.832753804699
5637,1671.4078758113174
5646,1845.297185935145
5656,3638.437795189772
5658,9549.815182761171
5666,2137.5482270991906
5668,2190.871617886068
5673,1640.287855956073
5680,1812.7211526224528
5691,2745.810306423503
5692,6614.23152904074
5693,1878.3717941441005
5697,1931.7623462327902
5698,1878.3717941441005
5700,2215.502517112492
5704,2194.7856088583785
5705,2731.5406504489465
5707,1705.9520493295354
5710,1705.9520493295354
5716,1620.5932488662488
5720,2086.9849307380555
5722,2497.319044902534
5727,2154.7045018844165
5733,2116.081389794062
5737,3356.6882334023408
5742,4234.9591668198245
5747,2073.719727272518
5760,1983.0567825431074
5774,2277.2840706789184
5788,5617.165254973402
5796,2277.2840706789184
5797,2050.935732491898
5800,3394.827282212222
5812,2230.6052255158565
5814,1792.6558652652147
5818,1522.096942167318
5819,3722.7055226006596
5823,4194.7524700583745
5826,3624.6269667622305
5830,2145.15977062332
5831,1815.774403702581
5846,4878.186121663318
5864,2190.871617886068
5869,1522.096942167318
5870,3803.400924505787
5879,2064.9835735137326
